name,recipient_primary_business_street_address_line1,recipient_city,recipient_state,recipient_zip_code,payment,address,name_geo,phone_geo,formatted_address_geo,latitude_geo,longitude_geo,accuracy_geo,google_place_id_geo,type_geo,postcode_geo,input_string_geo,number_of_results_geo,status_geo
NORTHWEST TEXAS HOSPITAL,1501 S COULTER AVENUE,AMARILLO,TX,79106,3163.71,1501 S COULTER AVENUE AMARILLO TX 79106,None,None,"1501 S Coulter St, Amarillo, TX 79106, USA",35.1997117,-101.9201874,ROOFTOP,ChIJ29D9ebFRAYcRcGg32DOlbJs,premise,79106,1501 S COULTER AVENUE AMARILLO TX 79106,1,OK
UNIVERSITY OF WASHINGTON MED CTR,1959 NE PACIFIC ST,SEATTLE,WA,98195,4422594.86,1959 NE PACIFIC ST SEATTLE WA 98195,None,None,"1959 NE Pacific St, Seattle, WA 98195, USA",47.6498722,-122.3082296,ROOFTOP,ChIJb1odzO0UkFQRYG7RZu-x6VQ,street_address,98195,1959 NE PACIFIC ST SEATTLE WA 98195,1,OK
DES PERES MEDICAL CENTER,2345 Dougherty Ferry Rd,Saint Louis,MO,63122,20820.58,2345 Dougherty Ferry Rd Saint Louis MO 63122,None,None,"2345 Dougherty Ferry Rd, St. Louis, MO 63122, USA",38.584225,-90.4518124,ROOFTOP,ChIJmxA2NwrS2IcRNO1yJmC59UY,street_address,63122,2345 Dougherty Ferry Rd Saint Louis MO 63122,1,OK
LUTHERAN HOSPITAL,1730 W 25TH STREET,CLEVELAND,OH,44113,56692.06,1730 W 25TH STREET CLEVELAND OH 44113,None,None,"1730 W 25th St, Cleveland, OH 44113, USA",41.4873144,-81.70753599999999,ROOFTOP,ChIJixF_rW7wMIgRPQ0eo6ZLRL4,premise,44113,1730 W 25TH STREET CLEVELAND OH 44113,1,OK
SSM SAINT LOUIS UNIVERSITY HOSPITAL,3635 Vista Ave,Saint Louis,MO,63110,50287.28,3635 Vista Ave Saint Louis MO 63110,None,None,"Bordley Tower, 3635 Vista Ave, St. Louis, MO 63110, USA",38.6229966,-90.23890519999999,ROOFTOP,ChIJ1wkTiJG02IcRJd5OjYPVaRk,premise,63110,3635 Vista Ave Saint Louis MO 63110,1,OK
UNM SANDOVAL REGIONAL MEDICAL CENTER,3001 BROADMOOR BLVD NE,RIO RANCHO,NM,87144,1358.26,3001 BROADMOOR BLVD NE RIO RANCHO NM 87144,None,None,"3001 Broadmoor Blvd NE, Rio Rancho, NM 87144, USA",35.3088335,-106.6797927,ROOFTOP,ChIJ5RTIN_56IocRYkt6CESzgrw,premise,87144,3001 BROADMOOR BLVD NE RIO RANCHO NM 87144,1,OK
ROBERT WOOD JOHNSON UNIV HOSPITAL,1 Robert Wood Johnson Pl,New Brunswick,NJ,8901,128748.8,1 Robert Wood Johnson Pl New Brunswick NJ 8901,None,None,"1 Robert Wood Johnson Hospital, New Brunswick, NJ 08901, USA",40.4953282,-74.4498466,ROOFTOP,ChIJIbJC51bGw4kRxGZ6akjpokk,street_address,08901,1 Robert Wood Johnson Pl New Brunswick NJ 8901,1,OK
SCRIPPS MERCY HOSPITAL,4077 FIFTH AVENUE,SAN DIEGO,CA,92103,1061991.82,4077 FIFTH AVENUE SAN DIEGO CA 92103,None,None,"4077 Fifth Ave, San Diego, CA 92103, USA",32.7515656,-117.16039,ROOFTOP,ChIJ3ZmzJ9pU2YARyI6cghCT0rs,premise,92103,4077 FIFTH AVENUE SAN DIEGO CA 92103,1,OK
WASHINGTON REGIONAL MEDICAL CENTER,3215 N NORTH HILLS BLVD,FAYETTEVILLE,AR,72703,159446.26,3215 N NORTH HILLS BLVD FAYETTEVILLE AR 72703,None,None,"3215 N Northhills Blvd, Fayetteville, AR 72703, USA",36.10920309999999,-94.1595346,ROOFTOP,ChIJpxFBZQNsyYcRN9g0rbx-Y3M,premise,72703,3215 N NORTH HILLS BLVD FAYETTEVILLE AR 72703,1,OK
CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,LEWISTON,ME,4240,28978.63,300 MAIN STREET LEWISTON ME 4240,None,None,"300 Main St, Lewiston, ME 04240, USA",44.1021568,-70.2145298,ROOFTOP,ChIJw4QQK8drskwRbFe_F5YgJ2Y,premise,04240,300 MAIN STREET LEWISTON ME 4240,1,OK
ARROWHEAD REGIONAL MEDICAL CENTER,400 N Pepper Ave,Colton,CA,92324,21571.35,400 N Pepper Ave Colton CA 92324,None,None,"400 N Pepper Ave, Colton, CA 92324, USA",34.0740531,-117.351059,ROOFTOP,ChIJP-jMvlGt3IARXLSliAsWsXU,street_address,92324,400 N Pepper Ave Colton CA 92324,1,OK
ST. FRANCIS HOSPITAL,3237 SOUTH 16TH STREET,MILWAUKEE,WI,53215,1168.72,3237 SOUTH 16TH STREET MILWAUKEE WI 53215,None,None,"3237 S 16th St, Milwaukee, WI 53215, USA",42.9856117,-87.93554189999999,ROOFTOP,ChIJe-TIiLQQBYgR0fGM-0Mk6L0,street_address,53215,3237 SOUTH 16TH STREET MILWAUKEE WI 53215,1,OK
KAWEAH DELTA MEDICAL CENTER,400 W. MINERAL KING AVE.,VISALIA,CA,93291,18287,400 W. MINERAL KING AVE. VISALIA CA 93291,None,None,"400 W Mineral King Ave, Visalia, CA 93291, USA",36.328572,-119.2949582,ROOFTOP,ChIJw2YTxGUvlYARz6g8JPkjQh4,premise,93291,400 W. MINERAL KING AVE. VISALIA CA 93291,1,OK
MORTON PLANT HOSPITAL,300 Pinellas St,Clearwater,FL,33756,9928.76,300 Pinellas St Clearwater FL 33756,None,None,"300 Pinellas St, Clearwater, FL 33756, USA",27.9533568,-82.8028719,ROOFTOP,ChIJYV6aZcHwwogR-KaTcaY6HyQ,premise,33756,300 Pinellas St Clearwater FL 33756,1,OK
HOSPITAL FOR SPECIAL SURGERY,140 East Ridgewood Avenue,NEW YORK,NY,10021,3417427.66,140 East Ridgewood Avenue NEW YORK NY 10021,None,None,"140 E Ridgewood Ave, Paramus, NJ 07652, USA",40.9646001,-74.0688413,ROOFTOP,ChIJQT5r1CzlwokRzVGPZhz8WrU,premise,07652,140 East Ridgewood Avenue NEW YORK NY 10021,1,OK
MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET,PHOENIX,AZ,85010,402415.03,2601 EAST ROOSEVELT STREET PHOENIX AZ 85010,None,None,"2601 E Roosevelt St, Phoenix, AZ 85008, USA",33.4577349,-112.0283148,ROOFTOP,ChIJQ4efGQgNK4cRQLu4hTnq78M,street_address,85008,2601 EAST ROOSEVELT STREET PHOENIX AZ 85010,1,OK
ST. LUCIE MEDICAL CENTER,1800 SE Tiffany Ave,Port St Lucie,FL,34952,141,1800 SE Tiffany Ave Port St Lucie FL 34952,None,None,"1800 SE Tiffany Ave, Port St. Lucie, FL 34952, USA",27.2884484,-80.2939746,ROOFTOP,ChIJydl2rb7o3ogRJBVS71Llurk,premise,34952,1800 SE Tiffany Ave Port St Lucie FL 34952,1,OK
UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,14020,837.4,127 NORTH STREET BATAVIA NY 14020,None,None,"127 North St, Batavia, NY 14020, USA",43.0042649,-78.1785506,ROOFTOP,ChIJ0fzZGUDu04kRAYzb023ZiEE,street_address,14020,127 NORTH STREET BATAVIA NY 14020,1,OK
PROVIDENCE HOSPITAL,1150 VARNUM STREET NE,WASHINGTON,DC,20017,3245.97,1150 VARNUM STREET NE WASHINGTON DC 20017,None,None,"1150 Varnum St NE, Washington, DC 20017, USA",38.9437638,-76.99157310000001,ROOFTOP,ChIJqVHvjcHHt4kRmVxqoY8hsQk,street_address,20017,1150 VARNUM STREET NE WASHINGTON DC 20017,1,OK
LAC+USC MEDICAL CENTER,1200 N. STATE STREET,LOS ANGELES,CA,90033,61411.22,1200 N. STATE STREET LOS ANGELES CA 90033,None,None,"1200 N State St, Los Angeles, CA 90033, USA",34.0579744,-118.2087976,ROOFTOP,ChIJjQqnP3TGwoARhu_YXsVES5E,street_address,90033,1200 N. STATE STREET LOS ANGELES CA 90033,1,OK
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12th Ave,Miami,FL,33136,539798.2,1400 NW 12th Ave Miami FL 33136,None,None,"1400 NW 12th Ave, Miami, FL 33136, USA",25.7887037,-80.2158355,ROOFTOP,ChIJ67DOBMS22YgRSGRwd5-hu6Y,premise,33136,1400 NW 12th Ave Miami FL 33136,1,OK
BANNER UNIVERSITY MEDICAL CENTER PHX,1111 E McDowell Rd,Phoenix,AZ,85006,338555.81,1111 E McDowell Rd Phoenix AZ 85006,None,None,"1111 E McDowell Rd, Phoenix, AZ 85006, USA",33.4646895,-112.0575015,ROOFTOP,ChIJ2Sz_kQ0SK4cREnbpZUiFRwQ,street_address,85006,1111 E McDowell Rd Phoenix AZ 85006,1,OK
UNIVERSITY HOSPITAL & CLINICS,2390 W Congress St,Lafayette,LA,70506,4985.15,2390 W Congress St Lafayette LA 70506,None,None,"2390 W Congress St, Lafayette, LA 70506, USA",30.2171619,-92.0464557,ROOFTOP,ChIJ07ufTmucJIYR49cq8ZLbBQ0,premise,70506,2390 W Congress St Lafayette LA 70506,1,OK
KFH - SANTA ROSA,401 Bicentennial Way,Santa Rosa,CA,95403,92,401 Bicentennial Way Santa Rosa CA 95403,None,None,"401 Bicentennial Way, Santa Rosa, CA 95403, USA",38.4715941,-122.7267519,ROOFTOP,ChIJxfkOn304hIARjXJqPx8Ybho,street_address,95403,401 Bicentennial Way Santa Rosa CA 95403,1,OK
CHILDRENS HOSPITAL LOS ANGELES,4650 W Sunset Blvd,Los Angeles,CA,90027,272511.64,4650 W Sunset Blvd Los Angeles CA 90027,None,None,"4650 Sunset Blvd, Los Angeles, CA 90027, USA",34.097817,-118.2898677,ROOFTOP,ChIJme7YMq3AwoAR5oGCJnyf4NM,street_address,90027,4650 W Sunset Blvd Los Angeles CA 90027,1,OK
AURORA HEALTH CARE METRO  INC.,5900 S Lake Drive,Cudahy,WI,53110,294447.86,5900 S Lake Drive Cudahy WI 53110,None,None,"5900 S Lake Dr, Cudahy, WI 53110, USA",42.9366222,-87.85179099999999,ROOFTOP,ChIJH7C5JfQ9BYgR4yRrytJ3xIY,premise,53110,5900 S Lake Drive Cudahy WI 53110,1,OK
PINNACLE HEALTH HOSPITALS,409 S. SECOND ST SUITE 4E,HARRISBURG,PA,17101,31997.93,409 S. SECOND ST SUITE 4E HARRISBURG PA 17101,None,None,"409 S 2nd St #4E, Steelton, PA 17113, USA",40.256827,-76.8757894,ROOFTOP,Eik0MDkgUyAybmQgU3QgIzRFLCBTdGVlbHRvbiwgUEEgMTcxMTMsIFVTQSIeGhwKFgoUChIJM10rqQPByIkRB-Ba5nbV4l0SAjRF,subpremise,17113,409 S. SECOND ST SUITE 4E HARRISBURG PA 17101,1,OK
SISTERS OF CHARITY HOSPITAL,2605 Harlem Rd,Cheektowaga,NY,14225,20353.86,2605 Harlem Rd Cheektowaga NY 14225,None,None,"2605 Harlem Rd, Cheektowaga, NY 14225, USA",42.9143415,-78.7823226,ROOFTOP,ChIJiQNuwsIM04kRH2B4g8LJKRI,street_address,14225,2605 Harlem Rd Cheektowaga NY 14225,1,OK
BETH ISRAEL DEACONESS HOSPITAL-NEEDH,148 CHESTNUT STREET,NEEDHAM,MA,2492,5700,148 CHESTNUT STREET NEEDHAM MA 2492,None,None,"148 Chestnut St, Needham, MA 02492, USA",42.2770426,-71.2366552,ROOFTOP,ChIJebgNiaiB44kRXGo87Q0pJlw,premise,02492,148 CHESTNUT STREET NEEDHAM MA 2492,1,OK
WESTERN PENNSYLVANIA HOSPITAL,4800 Friendship Avenue,Pittsburgh,PA,15224,94629.14,4800 Friendship Avenue Pittsburgh PA 15224,None,None,"4800 Friendship Ave, Pittsburgh, PA 15224, USA",40.4622292,-79.9459212,ROOFTOP,ChIJjxMrxEDyNIgR6Q8YNeD9RQs,street_address,15224,4800 Friendship Avenue Pittsburgh PA 15224,1,OK
UNIVERSITY OF IOWA HOSP & CLINICS,200 Hawkins Dr,Iowa City,IA,52242,1708367.84,200 Hawkins Dr Iowa City IA 52242,None,None,"200 Hawkins Dr, Iowa City, IA 52242, USA",41.6573931,-91.5487715,ROOFTOP,ChIJRVEbnZBB5IcR_eIYOBQvOmU,street_address,52242,200 Hawkins Dr Iowa City IA 52242,1,OK
MEDSTAR UNION MEMORIAL HOSPITAL,201 E University Pkwy,Baltimore,MD,21218,267766.16,201 E University Pkwy Baltimore MD 21218,None,None,"201 E University Pkwy, Baltimore, MD 21218, USA",39.329267,-76.614289,ROOFTOP,ChIJrUfHJB4FyIkRpLbTANdOQM0,street_address,21218,201 E University Pkwy Baltimore MD 21218,1,OK
CAPE FEAR VALLEY MEDICAL CENTER,1638 Owen Dr,Fayetteville,NC,28304,876.97,1638 Owen Dr Fayetteville NC 28304,None,None,"1638 Owen Dr, Fayetteville, NC 28304, USA",35.0323795,-78.9327441,ROOFTOP,ChIJiwpA854Uq4kR1TgRdX5iDWs,street_address,28304,1638 Owen Dr Fayetteville NC 28304,1,OK
ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BOULEVARD,WAUSAU,WI,54401,43671.33,333 PINE RIDGE BOULEVARD WAUSAU WI 54401,None,None,"333 Pine Ridge Blvd, Wausau, WI 54401, USA",44.9663584,-89.668718,ROOFTOP,ChIJ29q7N1EgAIgR4uetil1XpeE,street_address,54401,333 PINE RIDGE BOULEVARD WAUSAU WI 54401,1,OK
WESTCHESTER MEDICAL CENTER,WESTCHESTER MEDICAL CENTER,VALHALLA,NY,10595,68843.33,WESTCHESTER MEDICAL CENTER VALHALLA NY 10595,None,None,"100 Woods Rd, Valhalla, NY 10595, USA",41.0861218,-73.8062391,ROOFTOP,ChIJ01j8Ide_wokRIyFhfI04WX4,"establishment,health,hospital,point_of_interest",10595,WESTCHESTER MEDICAL CENTER VALHALLA NY 10595,1,OK
THE CHAMBERSBURG HOSPITAL,112 NORTH 7TH ST.,Chambersburg,PA,17201,10693.75,112 NORTH 7TH ST. Chambersburg PA 17201,None,None,"112 N 7th St, Chambersburg, PA 17201, USA",39.9344065,-77.6460563,ROOFTOP,ChIJE-katX2eyYkRrcaPjbFr68Y,street_address,17201,112 NORTH 7TH ST. Chambersburg PA 17201,1,OK
BILLINGS CLINIC,2800 TENTH AVE NORTH,BILLINGS,MT,59101,44464.58,2800 TENTH AVE NORTH BILLINGS MT 59101,None,None,"2800 10th Ave N, Billings, MT 59101, USA",45.78953689999999,-108.5129947,ROOFTOP,ChIJczI4LTx7SFMRRWYIINmIHWQ,premise,59101,2800 TENTH AVE NORTH BILLINGS MT 59101,1,OK
MERCY MEDICAL CENTER,701 10th St SE,Cedar Rapids,IA,52403,48472.8,701 10th St SE Cedar Rapids IA 52403,None,None,"701 10th St SE, Cedar Rapids, IA 52403, USA",41.9780945,-91.6557271,ROOFTOP,ChIJew9OL0j35IcRqSGMtnnktVE,street_address,52403,701 10th St SE Cedar Rapids IA 52403,1,OK
POUDRE VALLEY HOSPITAL,4601 Corbett Dr,Fort Collins,CO,80528,40068.39,4601 Corbett Dr Fort Collins CO 80528,None,None,"4601 Corbett Dr, Fort Collins, CO 80528, USA",40.5220128,-105.0284598,ROOFTOP,ChIJWxLXuU2zbocRgJWHLDl5uNU,premise,80528,4601 Corbett Dr Fort Collins CO 80528,1,OK
MASSACHUSETTS GENERAL HOSPITAL,55 Fruit St,Boston,MA,2114,39645008.06,55 Fruit St Boston MA 2114,None,None,"55 Fruit St, Boston, MA 02114, USA",42.3631541,-71.0688333,ROOFTOP,ChIJm1IklZlw44kRgK8tf3E35xA,street_address,02114,55 Fruit St Boston MA 2114,1,OK
CHILDRENS HOSPITAL MEDICAL CENTER,1 Perkins Sq,Akron,OH,44308,103715.02,1 Perkins Sq Akron OH 44308,None,None,"1 Perkins Square, Akron, OH 44302, USA",41.0790823,-81.5255023,ROOFTOP,ChIJNz95XiXWMIgRMw6tm2Rt-oM,subpremise,44302,1 Perkins Sq Akron OH 44308,1,OK
RAINBOW BABIES & CHILDRENS HOSPITAL,11100 EUCLID AVENUE,CLEVELAND,OH,44106,249484.09,11100 EUCLID AVENUE CLEVELAND OH 44106,None,None,"11100 Euclid Ave, Cleveland, OH 44106, USA",41.5062405,-81.6053771,ROOFTOP,ChIJN9tunpn7MIgRhSNQFfRFAlE,street_address,44106,11100 EUCLID AVENUE CLEVELAND OH 44106,1,OK
KENT COUNTY MEMORIAL HOSPITAL,455 Toll Gate Rd,Warwick,RI,2886,3998.14,455 Toll Gate Rd Warwick RI 2886,None,None,"455 Toll Gate Rd, Warwick, RI 02886, USA",41.705185,-71.4780784,ROOFTOP,ChIJsdve_IdL5IkRB2Dqv6WG92c,premise,02886,455 Toll Gate Rd Warwick RI 2886,1,OK
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 Washington Blvd,Whittier,CA,90602,44132.2,12401 Washington Blvd Whittier CA 90602,None,None,"12401 Washington Blvd, Whittier, CA 90606, USA",33.9690304,-118.0490717,ROOFTOP,ChIJPzNzOLnTwoARc92h-l-CUIg,premise,90606,12401 Washington Blvd Whittier CA 90602,1,OK
UNIVERSITY OF VERMONT MEDICAL CENTER,111 COLCHESTER AVENUE,BURLINGTON,VT,5401,159158.96,111 COLCHESTER AVENUE BURLINGTON VT 5401,None,None,"111 Colchester Ave, Burlington, VT 05401, USA",44.4797628,-73.1939435,ROOFTOP,ChIJve1qLEN6ykwRkZXF51jmvTk,street_address,05401,111 COLCHESTER AVENUE BURLINGTON VT 5401,1,OK
LEHIGH VALLEY,2100 MACK BLVD.  4TH FLOOR  FINANCE,ALLENTOWN,PA,18105,419104.98,2100 MACK BLVD.  4TH FLOOR  FINANCE ALLENTOWN PA 18105,None,None,"2100 Mack Blvd, Allentown, PA 18103, USA",40.5735865,-75.4721495,ROOFTOP,ChIJb-vhKrE7xIkRrU111SlDpfY,"establishment,gym,health,point_of_interest",18103,2100 MACK BLVD.  4TH FLOOR  FINANCE ALLENTOWN PA 18105,1,OK
SENTARA OBICI HOSPITAL,2800 GODWIN BOULEVARD,SUFFOLK,VA,23434,1626.14,2800 GODWIN BOULEVARD SUFFOLK VA 23434,None,None,"2800 Godwin Blvd, Suffolk, VA 23434, USA",36.7727954,-76.58124819999999,ROOFTOP,ChIJo5J2WJEOsIkRdTIsUkiYCOE,street_address,23434,2800 GODWIN BOULEVARD SUFFOLK VA 23434,1,OK
NYC HEALTH + HOSPITALS/ KINGS COUNTY,451 CLARKSON AVENUE,BROOKLYN,NY,11203,15220,451 CLARKSON AVENUE BROOKLYN NY 11203,None,None,"""B"" building, 451 Clarkson Ave, Brooklyn, NY 11203, USA",40.6568816,-73.94470749999999,ROOFTOP,ChIJm7bHNmRbwokRRCj1-E0Jg7M,premise,11203,451 CLARKSON AVENUE BROOKLYN NY 11203,1,OK
CLARK MEMORIAL HOSPITAL,1220 Missouri Ave,Jeffersonville,IN,47130,14940.72,1220 Missouri Ave Jeffersonville IN 47130,None,None,"1220 Missouri Ave, Jeffersonville, IN 47130, USA",38.2824788,-85.74923009999999,ROOFTOP,ChIJvyE212FyaYgRKO5qlKKhnZE,street_address,47130,1220 Missouri Ave Jeffersonville IN 47130,1,OK
JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,1767.45,4401 RIVER CHASE DRIVE PHENIX CITY AL 36867,None,None,"4401 Riverchase Dr, Phenix City, AL 36867, USA",32.5074824,-85.010098,ROOFTOP,ChIJOazzMxbMjIgRbv-RFAIsGTo,premise,36867,4401 RIVER CHASE DRIVE PHENIX CITY AL 36867,1,OK
RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,11947.8,2316 E MEYER BLVD KANSAS CITY MO 64132,None,None,"Research Medical Building, 2316 E Meyer Blvd, Kansas City, MO 64132, USA",39.0088034,-94.5580906,ROOFTOP,ChIJ56GQW4nlwIcRQz0Lj-_jBA0,premise,64132,2316 E MEYER BLVD KANSAS CITY MO 64132,1,OK
WEST JERSEY HEALTH SYSTEM,100 BOWMAN DRIVE,VOORHEES,NJ,8043,296.17,100 BOWMAN DRIVE VOORHEES NJ 8043,None,None,"100 Bowman Dr, Voorhees Township, NJ 08043, USA",39.842679,-74.9277553,ROOFTOP,ChIJ3wBW9PsywYkRoQQHabRV1A8,street_address,08043,100 BOWMAN DRIVE VOORHEES NJ 8043,1,OK
SIBLEY MEMORIAL HOSPITAL,5255 Loughboro Rd NW,Washington,DC,20016,56137.83,5255 Loughboro Rd NW Washington DC 20016,None,None,"5255 Loughboro Rd NW, Washington, DC 20016, USA",38.9365476,-77.10919659999999,ROOFTOP,ChIJ6-8SOQfKt4kR5v_EUiwPRtk,street_address,20016,5255 Loughboro Rd NW Washington DC 20016,1,OK
SINAI HOSPITAL OF BALTIMORE  INC.,2401 W. BELEVDERE AVENUE,BALTIMORE,MD,21215,322091.09,2401 W. BELEVDERE AVENUE BALTIMORE MD 21215,None,None,"2401 W Belvedere Ave, Baltimore, MD 21215, USA",39.3527548,-76.66194180000001,ROOFTOP,ChIJMRHDJMAayIkRLKdp0gQ5LL0,premise,21215,2401 W. BELEVDERE AVENUE BALTIMORE MD 21215,1,OK
SAMARITAN MEDICAL CENTER,SAMARITAN MEDICAL CENTER,WATERTOWN,NY,13601,11747.52,SAMARITAN MEDICAL CENTER WATERTOWN NY 13601,None,None,"830 Washington St, Watertown, NY 13601, USA",43.9648367,-75.91449279999999,ROOFTOP,ChIJpfkYqO9v2IkRHzaHfcJuOLc,"establishment,health,hospital,point_of_interest",13601,SAMARITAN MEDICAL CENTER WATERTOWN NY 13601,1,OK
SCOTT AND WHITE MEMORIAL HOSPITAL,2401 S 31st St,TEMPLE,TX,76508,76928.14,2401 S 31st St TEMPLE TX 76508,None,None,"2401 S 31st St, Temple, TX 76508, USA",31.0776472,-97.36397919999999,ROOFTOP,ChIJrf6yXWhrRYYRzMTpwTtH0Sg,premise,76508,2401 S 31st St TEMPLE TX 76508,1,OK
Memorial Regional Hospital,3501 Johnson St,Hollywood,FL,33021,177148.07,3501 Johnson St Hollywood FL 33021,None,None,"3501 Johnson St, Hollywood, FL 33021, USA",26.0195318,-80.179802,ROOFTOP,ChIJDw58Zdyr2YgRiwMFRAnh5ug,street_address,33021,3501 Johnson St Hollywood FL 33021,1,OK
PRINCETON HEALTHCARE SYSTEM,ONE PLAINSBORO ROAD,PLAINSBORO,NJ,8536,8717.42,ONE PLAINSBORO ROAD PLAINSBORO NJ 8536,None,None,"1 Plainsboro Rd, Plainsboro Township, NJ 08536, USA",40.34029109999999,-74.6232395,ROOFTOP,ChIJZygHSOvmw4kRGOiEpHPVf7Q,"establishment,health,hospital,point_of_interest",08536,ONE PLAINSBORO ROAD PLAINSBORO NJ 8536,1,OK
COXHEALTH,1423 N JEFFERSON,SPRINGFIELD,MO,65802,60451.2,1423 N JEFFERSON SPRINGFIELD MO 65802,None,None,"1423 N Jefferson Ave, Springfield, MO 65802, USA",37.22498,-93.289904,ROOFTOP,ChIJl4VuIPJiz4cRuOlDv8Z54Ys,street_address,65802,1423 N JEFFERSON SPRINGFIELD MO 65802,1,OK
NORTHSIDE HOSPITAL,6000 49th St N,St Petersburg,FL,33709,25544.81,6000 49th St N St Petersburg FL 33709,None,None,"6000 49th St N, St. Petersburg, FL 33709, USA",27.8253407,-82.702445,ROOFTOP,ChIJt90oVX3jwogRDUrGrULGtXM,street_address,33709,6000 49th St N St Petersburg FL 33709,1,OK
LEGACY EMANUEL HOSPITAL & HEALTH CTR,2801 N. GANTBEIN,PORTLAND,OR,97227,350294.78,2801 N. GANTBEIN PORTLAND OR 97227,None,None,"2801 N Gantenbein Ave, Portland, OR 97227, USA",45.543686,-122.6695524,ROOFTOP,ChIJfSHmx0WnlVQRN0Nd3gyJUaY,street_address,97227,2801 N. GANTBEIN PORTLAND OR 97227,1,OK
CHILDRENS HOSPITAL COLORADO,13123 EAST 16TH AVENUE,AURORA,CO,80045,215167.24,13123 EAST 16TH AVENUE AURORA CO 80045,None,None,"13123 E 16th Ave, Aurora, CO 80045, USA",39.7422495,-104.8349311,ROOFTOP,ChIJXYt7uEhjbIcRycf14K6Dib0,premise,80045,13123 EAST 16TH AVENUE AURORA CO 80045,1,OK
BAYLOR HEART AND VASCULAR,621 N Hall St,DALLAS,TX,75246,2905.94,621 N Hall St DALLAS TX 75246,None,None,"621 Hall St, Dallas, TX 75226, USA",32.7881869,-96.78103039999999,ROOFTOP,ChIJLam0QsOYToYRpCKMhIur7H4,street_address,75226,621 N Hall St DALLAS TX 75246,1,OK
LAHEY CLINIC HOSPITAL INC.,41 MALL ROAD,BURLINGTON,MA,1805,384552.71,41 MALL ROAD BURLINGTON MA 1805,None,None,"41 Burlington Mall Road, Burlington, MA 01805, USA",42.4842945,-71.2042155,ROOFTOP,ChIJLags0jGe44kR6tPpKzYquGU,"establishment,health,hospital,point_of_interest",01805,41 MALL ROAD BURLINGTON MA 1805,1,OK
Lankenau Medical Center,100 E Lancaster Ave.,Wynnewood,PA,19096,82662.9,100 E Lancaster Ave. Wynnewood PA 19096,None,None,"100 E Lancaster Ave, Wynnewood, PA 19096, USA",39.9880032,-75.2634923,ROOFTOP,ChIJqQnTUcbAxokRI2DZm3HuzNA,premise,19096,100 E Lancaster Ave. Wynnewood PA 19096,1,OK
OCALA REGIONAL MEDICAL CENTER,1431 SW 1st Ave,Ocala,FL,34471,13012.09,1431 SW 1st Ave Ocala FL 34471,None,None,"1431 SW 1st Ave, Ocala, FL 34471, USA",29.1755749,-82.1366778,ROOFTOP,ChIJRwdDiK_U54gRhKURe2cOQvg,street_address,34471,1431 SW 1st Ave Ocala FL 34471,1,OK
ST. JOSEPH HOSPITAL,4295 Hempstead Tpke,Bethpage,NY,11714,1517.66,4295 Hempstead Tpke Bethpage NY 11714,None,None,"4295 Hempstead Turnpike, Bethpage, NY 11714, USA",40.72732209999999,-73.47887899999999,ROOFTOP,ChIJnRBeMQ-AwokR0obXiMFmmcs,premise,11714,4295 Hempstead Tpke Bethpage NY 11714,1,OK
HARBOR-UCLA MEDICAL CENTER,1000 W Carson St,Torrance,CA,90502,105045.89,1000 W Carson St Torrance CA 90502,None,None,"1000 W Carson St, Torrance, CA 90502, USA",33.8308433,-118.2924099,ROOFTOP,ChIJt72aHl413YAR_m046fd73xQ,street_address,90502,1000 W Carson St Torrance CA 90502,1,OK
GOTTLIEB MEMORIAL HOSPITAL,701 W North Ave,Melrose Park,IL,60160,1360.43,701 W North Ave Melrose Park IL 60160,None,None,"701 W North Ave, Melrose Park, IL 60160, USA",41.910205,-87.8418095,ROOFTOP,ChIJU8QtxrrKD4gRC7wOE2K942I,street_address,60160,701 W North Ave Melrose Park IL 60160,1,OK
HOLY FAMILY MEDICAL CENTER,100 N River Rd,Des Plaines,IL,60016,33.84,100 N River Rd Des Plaines IL 60016,None,None,"100 N River Rd, Des Plaines, IL 60016, USA",42.0553579,-87.8894309,ROOFTOP,ChIJycHRToG3D4gReds-J0LcfLo,street_address,60016,100 N River Rd Des Plaines IL 60016,1,OK
SAN JOAQUIN GENERAL HOSPITAL,500 W. Hospital Rd.,French Camp,CA,95231,17078.09,500 W. Hospital Rd. French Camp CA 95231,None,None,"500 W Hospital Rd, French Camp, CA 95231, USA",37.8867135,-121.2826314,ROOFTOP,ChIJRb3brl8TkIARpApFj8gBRag,street_address,95231,500 W. Hospital Rd. French Camp CA 95231,1,OK
